judul_indo,clean_text,cluster
PENGALAMAN GURU PRA-SERVIS EFL DALAM IMPLEMENTASI INSTRUKSI BERBEDA SELAMA PROGRAM PRAKTIK MENGAJAR,pengalaman guru servis instruksi berbeda praktik mengajar,9
"MULTIEDUKULTURALISME DALAM RANAH DIGITAL: PENGEMBANGAN BUDAYA SIBER DAN PENGINTEGRASIAN KINERJA 4C (KOMUNIKASI, BERFIKIR KRITIS, KOLABORASI, KREATIVITAS) PADA PEMBELAJARAN EFL DI PROGRAM STUDI MAGISTER BAHASA INGGRIS",multiedukulturalisme ranah digital budaya siber pengintegrasian kinerja komunikasi berfikir kritis kolaborasi kreativitas pembelajaran magister bahasa,0
"Implementasi Konsep 3R (Reduce, Reuse Recycle) pada Manajemen Limbah Non B3 di Lokasi Proyek Konstruksi",konsep reduce reuse recycle manajemen limbah non lokasi proyek konstruksi,10
Kearifan Ekologis dalam Sastra Lisan Dayak Kanayatn,kearifan ekologis sastra lisan kanayatn,10
ANALISIS STRUKTUR DAN MAKA CERITA: ”ANAK  SABALAH DAN ARUM BERISTRI TUAN PUTRI  BUNGSU ANAK RAJA” (CERITA RAKYAT DAYAK  KANAYATN),struktur cerita anak sabalah arum beristri tuan putri bungsu anak raja cerita rakyat kanayatn,10
LAPORAN AKHIR PENELITIAN PENGEMBANGAN BUKU AJAR BERORIENTASI KETERAMPILAN  BERPIKIR KRITIS MATERI ANCAMAN KRISIS ENERGI PADA MATA  PELAJARAN IPAS FASE C DI SEKOLAH DASAR,penelitian buku berorientasi keterampilan berpikir kritis materi ancaman krisis energi fase sekolah,10
Analisis Asupan Nutrisi Saat Berpuasa,asupan nutrisi berpuasa,10
LAPORAN AKHIR PENELITIAN PENGEMBANGAN BUKU “BUJANG DARE ANTI PERUNDUNGAN”  UNTUK SISWA SEKOLAH DASAR DI KOTA PONTIANAK SEBAGAI  EDUKASI BAHAYA PERUNDUNGAN,penelitian buku bujang dare anti perundungan sekolah edukasi bahaya perundungan,10
PENGEMBANGAN MATERI BERBICARA BAHASA INGGRIS BERBASIS PENDEKATAN ANTAR BUDAYA UNTUK KOMUNIKASI INTERPERSONAL,materi berbicara bahasa budaya komunikasi interpersonal,4
Persepsi Guru Kota dan Daerah terhadap Implementasi Kurikulum Merdeka : Studi Kasus Guru Kalimantan Barat,guru kurikulum merdeka guru,1
Menilai Penguasaan Siswa dalam Tes Bahasa Inggris sebagai Bahasa Asing,menilai penguasaan tes bahasa bahasa asing,4
FONEMIK BAHASA DAYAK BAKATIK,fonemik bahasa bakatik,4
DETERMINAN KUALITAS SISTEM INFORMASI AKUNTANSI MANAJEMEN TERHADAP KUALITAS INFORMASI AKUNTANSI MANAJEMEN PADA PEMDA DI KALIMANTAN BARAT,determinan kualitas informasi akuntansi manajemen kualitas informasi akuntansi manajemen pemda,10
PERKEMBANGAN PEMAHAMAN MATEMATIKA CALON GURU MELALUI PENDEKATAN PRAKTIS REMEDIASI YANG BERVARIASI,perkembangan pemahaman calon guru praktis remediasi bervariasi,9
POLITIK KEBIJAKAN IMIGRASI DALAM MENDETEKSI DAN MEMANTAU  PEKERJA MIGRAN ILEGAL ASAL INDONESIA DI WILAYAH PERBATASAN  ARUK KABUPATEN SAMBAS,politik kebijakan imigrasi mendeteksi memantau pekerja migran ilegal wilayah perbatasan,10
Pengembangan Asesmen Berbasis Teknologi pada Pembelajaran Kimia dalam Implementasi Kurikulum Merdeka,asesmen teknologi pembelajaran kimia kurikulum merdeka,1
EVALUASI METODE PENGAJARAN KOSAKATA PADA MATA KULIAH MANDARIN KOMPREHENSIF SEMESTER 2 PRODI PENDIDIKAN BAHASA MANDARIN FKIP UNIVERSITAS TANJUNGPURA,evaluasi pengajaran kosakata kuliah komprehensif semester prodi bahasa,4
Nature of Science (NoS) dan Profil Kesadaran Metakognitif Calon Guru IPA,nature science profil kesadaran metakognitif calon guru,9
PERAN DIPLOMASI BUDAYA DALAM MEMPERKUAT HUBUNGAN BILATERAL INDONESIA-MALAYSIA DI KOTA  SINGKAWANG,peran diplomasi budaya memperkuat hubungan bilateral,10
Penggunaan Kata Bantu Bilangan “Binatang” Dalam Kalimat Bahasa Mandarin Pada Mahasiswa Prodi Pendidikan Bahasa Mandarin FKIP UNTAN,bantu bilangan binatang kalimat bahasa prodi bahasa,4
PENGEMBANGAN PELAT LANTAI BETON RINGAN PRACETAK DENGAN TULANGAN TALI NILON UNTUK INFRASTRUKTUR RINGAN DI TANAH LUNAK PADA DAERAH PANTAI,pelat lantai beton ringan pracetak tulangan tali nilon infrastruktur ringan lunak pantai,10
ANALISIS PEMBELAJARAN MULTIKULTURAL PADA SEKOLAH TINGKAT SMP DI KECAMATAN SAJINGAN BESAR PERBATASAN INDONESIA-MALAYSIA,pembelajaran multikultural sekolah tingkat sajingan perbatasan,1
PERSPEKTIF GREEN ACCOUNTING DALAM PRAKTIK KEBERLANJUTAN UKM,perspektif green praktik keberlanjutan,10
DIAGNOSTIK METODIK BAGI CALON GURU BINA MATA PELAJARAN MATEMATIKA DI SMA/SEDERAJAT PADA PROGRAM PENDIDIKAN MAGISTER,diagnostik metodik calon guru bina sederajat magister,9
"SURVEI PSIKOLOGI (ATTITUDE, MOTIVATION, RESPONSIBILITY AND  PERSONALITY) PADA ATLET OLAHRAGA",survei psikologi attitude motivation responsibility personality atlet olahraga,10
"PENGEMBANGAN BAHAN AJAR ILMU PENGETAHUAN  SOSIAL KELAS VIII SMP: BERBASIS MEDIA VISUAL, SOAL LATIHAN DISKUSI, DAN BUTIR TES FORMATIF",bahan ilmu pengetahuan sosial kelas media visual latihan diskusi butir tes formatif,2
Analisis Kebutuhan (Need Analysis) Mata Kuliah Bahasa Mandarin terhadap Mahasiswa Program Studi Pendidikan Ekonomi FKIP Untan,kebutuhan kuliah bahasa ekonomi,4
SIKAP GURU TERHADAP KERAGAMAN BUDAYA: STUDI KUALITATIF DI DAERAH TERTOLERAN (SINGKAWANG),sikap guru keragaman budaya kualitatif tertoleran,9
PEMBELAJARAN IMMERSIVE UNTUK MENGENALKAN AGAMA KRISTEN KATOLIK DAN HINDU PADA ANAK USIA DINI,pembelajaran immersive mengenalkan kristen katolik hindu anak usia,10
Thai Celebrity sebagai Key Opinion Leader (KOL) dan Fan Service serta dampaknya pada Consumer Brand Engagement (CBE) di social media,thai celebrity key opinion leader fan service dampaknya consumer brand engagement social media,10
E-MODUL IPA TERPADU UNTUK PRAKTIK DISIPLIN RESTORATIF DAN MENINGKATKAN THINKING SKILLS MAHASISWA CALON GURU,modul terpadu praktik disiplin restoratif thinking skills calon guru,9
"SIKAP BAHASA MAHASISWA MULTIKULTURAL DI UNIVERSITAS TANJUNGPURA TERHADAP BAHASA INDONESIA, BAHASA DAERAH, DAN BAHASA INGGRIS",sikap bahasa multikultural bahasa bahasa bahasa,4
PEMBUATAN PURWARUPA PERANGKAT PEREKAMAN DATA SEISMIK SEDERHANA,pembuatan purwarupa perangkat perekaman data seismik sederhana,10
Analisis Pelaksanaan Bantuan Stimulan Perumahan Swadaya (BSPS) Dalam Program Rehabilitas Rumah Tidak Layak Huni Di Desa Sungai Bakau Besar Darat Kecamatan Sungai Pinyuh Kabupaten Mempawah,bantuan stimulan perumahan swadaya rehabilitas rumah layak huni darat,10
ANALISIS PERKEMBANGAN OLAHRAGA FUTSAL DI KOTA PONTIANAK DITINJAU DARI JASA PENYEWAAN LAPANGAN FUTSAL,perkembangan olahraga futsal ditinjau jasa penyewaan lapangan futsal,10
Kinship System in Dayak Kanayatn Language,kinship system kanayatn language,10
PENGEMBANGAN SISTEM MONITORING JARAK JAUH GETARAN DAN KADAR AIR TANAH BERBASIS IOT: ANTISIPASI DAN RESPONS TERHADAP RISIKO TANAH LONGSOR,monitoring jarak getaran kadar antisipasi respons risiko longsor,10
Analisis Pragmatis Interaksi Lisan Siswa dalam Diskusi Sinkron Berbasis Tugas,pragmatis interaksi lisan diskusi sinkron tugas,10
ANALISIS WACANA KRITIS DALAM NOVEL TERUSLAH BODOH JANGAN PINTAR KARYA TERE LIYE,wacana kritis novel teruslah bodoh pintar karya tere liye,10
PENGELOLAAN KORPUS DIGITAL MULTIBIDANG  SEBAGAI ALAT BANTU PEMBELAJARAN DAN SUMBER REFERENSI DALAM MATA KULIAH KOMPUTERISASI KORPUS LINGUISTIK,pengelolaan korpus digital multibidang alat bantu pembelajaran sumber referensi kuliah komputerisasi korpus linguistik,10
Analisis Nilai Kebangsaan yang Bersumber pada Pancasila dan UUD Negara Republik Indonesia Tahun 1945 pada Warga Masyarakat di Desa Konstitusi Mekar Sari Kabupaten Kubu Raya,nilai kebangsaan bersumber pancasila uud negara republik warga masyarakat konstitusi mekar sari,8
PENGEMBANGAN ANJUNGAN INFORMASI BERBASIS WEBSITE FKIP UNTAN,anjungan informasi website,10
Pengembangan Media Alat pelatihan Passing Bawah dan Atas Bolavoli,media alat pelatihan passing bolavoli,10
STUDI KOMPARATIF PENGARUH PEMBELAJARAN BERBASIS MASALAH TERHADAP KEMAMPUAN BERPIKIR DAN MISKONSEPSI SISWA PADA MATERI FISIKA (Studi Kasus Pada Jenjang SMA Di Kalimantan Barat),komparatif pembelajaran berpikir miskonsepsi materi fisika jenjang,10
PERSEPSI GURU TERHADAP  REVITALISASI KEARIFAN LOKAL ETNIS MELAYU SAMBAS DALAM PEMBENTUKAN  KARAKTER NASIONALISME  SISWA SD  PERBATASAN  INDONESIA–MALAYSIA,guru revitalisasi kearifan lokal etnis pembentukan karakter nasionalisme sd perbatasan,9
MORFOLOGI BAHASA KHEK  KALIMANTAN BARAT,morfologi bahasa khek,4
Keadaan emosi siswa dalam kegiatan integrasi teknologi,emosi kegiatan integrasi teknologi,10
Pengembangan Perangkat Pembelajaran Fisika Beorientasi Pemecahan Masalah Di SMA,perangkat pembelajaran fisika beorientasi pemecahan,10
ANALISIS PEMBELAJARAN BERMAKNA MAHASISWA DALAM PRAKTIKUM KIMIA,pembelajaran bermakna praktikum kimia,5
PROFIL PEMAHAMAN GURU MATEMATIKA  TENTANG IMPLEMENTASI MODEL PEMBELAJARAN INOVATIF UNTUK MENINGKATKAN NUMERASI SISWA  PADA SEKOLAH MENENGAH DI KALIMANTAN BARAT,profil pemahaman guru pembelajaran inovatif numerasi sekolah menengah,1
"ANXIETY, SELF-CONFIDENCE, DAN KEDISIPLINAN MAHASISWA DALAM MENGIKUTI PERKULIAHAN PRAKTEK PROGRAM STUDI PENDIDIKAN JASMANI UNIVERSITAS TANJUNGPURA",anxiety self confidence kedisiplinan mengikuti perkuliahan praktek jasmani,10
EKSPLORASI PEMBELAJARAN BERDIFERENSIASI PADA MATA PELAJARAN PENDIDIKAN JASMANI OLAHRAGA DAN KESEHATAN: IMPLEMENTASI BERDASARKAN MODALITAS BELAJAR PESERTA DIDIK,eksplorasi pembelajaran berdiferensiasi jasmani olahraga kesehatan berdasarkan modalitas belajar peserta didik,9
PENGEMBANGAN E-BOOK MEDIA PEMBELAJARAN FISIKA YANG TERINTEGRASI STEM-PjBL UNTUK MENINGKATKAN KETERAMPILAN BERPIKIR KRITIS DAN KREATIF MAHASISWA,book media pembelajaran fisika terintegrasi stem pjbl keterampilan berpikir kritis kreatif,5
"Penguatan Sikap Berkeadilan Sosial, Kebhinekaan Global dan Pengembangan Pemikiran Kreatif pada Pembelajaran Matematika Jenjang Pendidikan Dasar",penguatan sikap berkeadilan sosial kebhinekaan global pemikiran kreatif pembelajaran jenjang,10
PENGARUH KUALITAS LAYANAN ADMINSTRASI TERHADAP KEPUASAN  MAHASISWA DI UP4I FKIP UNIVERSITAS TANJUNGPURA,kualitas layanan adminstrasi kepuasan up i,10
ANALISIS PRONUNCIASI PELAJAR EFL TERHADAP FRICATIVE GIGI,pronunciasi pelajar fricative gigi,10
Restrukturisasi Supply Chain Managament dalam Meningkatkan Produktivitas Tanaman Karet di Provinsi Kalimantan Barat,restrukturisasi supply chain managament produktivitas tanaman karet,10
RESPON GURU SEKOLAH DASAR TERHADAP  SOAL CERITA MATEMATIKA BERNUANSA  KEARIFAN LOKAL SAPRAHAN ETNIS MELAYU SAMBAS,guru sekolah cerita bernuansa kearifan lokal saprahan etnis,9
Kajian Dukungan Laboratorium Terhadap Pemahaman Biologi SMP dan SMA di Kota Pontianak,kajian dukungan laboratorium pemahaman,10
"HARGA DIRI, KEMATANGAN KARIR DAN GENERASI Z",harga kematangan karir generasi z,10
Analisis Pemanfaatan Artificial Intelligence untuk Peningkatan Kemandirian Pemustaka dan Pustakawan pada Perpustakaan Perguruan Tinggi di Kota Pontianak: Kajian Fenomenologi,artificial intelligence kemandirian pemustaka pustakawan perpustakaan perguruan kajian fenomenologi,10
"Tanggung Jawab Sosial Perusahaan, Penipuan Keuangan, dan Nilai Perusahaan: Studi Perbandingan Antar Negara BIM",tanggung sosial perusahaan penipuan keuangan nilai perusahaan perbandingan negara bim,0
Mengungkap Praktik Pengelolaan Keuangan dan Investasi Pasca Pandemi Covid 19 dalam Kacamata Mental Accounting,mengungkap praktik pengelolaan keuangan investasi pasca pandemi covid kacamata mental,0
Pengembangan Suplemen Bahan Ajar Berbasis Kearifan Lokal Kalimantan Barat Pada Mata Kuliah Konsep Dasar IPS,suplemen bahan kearifan lokal kuliah konsep ips,9
Pengembangan Buku Teks Pendamping Literasi Budaya Dan Kewargaan Dalam Mata Pelajaran Pendidikan Pancasila Di Sekolah Dasar,buku teks pendamping literasi budaya kewargaan pancasila sekolah,1
"PEREMPUAN, MIGRASI, DAN PERBATASAN: KAJIAN GEOGRAFI POLITIK DALAM MENYOROTI FENOMENA MIGRASI PEKERJA PEREMPUAN LINTAS BATAS NEGARA DI KALIMANTAN BARAT",perempuan migrasi perbatasan kajian geografi politik menyoroti fenomena migrasi pekerja perempuan lintas batas negara,10
Kebijakan Moneter di Indonesia dan Kaitannya Dengan Investasi di Indonesia,kebijakan moneter kaitannya investasi,10
Rancang  Bangun Mesin Pemintal Serat Tanaman Menggunakan  Metode Function Analysis System Technique (FAST),rancang bangun mesin pemintal serat tanaman function system technique fast,7
PEMODELAN POLA ALIRAN ANGIN DI SEKITAR GEOMETRI BUKIT MENGGUNAKAN PENDEKATAN KOMPUTASI DINAMIKA FLUIDA SEBAGAI DASAR KAJIAN ENERGI BAYU,pemodelan aliran angin geometri komputasi dinamika fluida kajian energi bayu,10
ANALISIS DAMPAK PENAMBAHAN FAKTOR INTERVENSI PADA MODEL SPASIAL-TEMPORAL,penambahan faktor intervensi spasial temporal,10
ANALISIS KETERLIBATAN LAYANAN DISABILITAS DAN ASSESSMENT CENTER DALAM MENINGKATKAN DUKUNGAN PENDIDIKAN ANAK BERKEBUTUHAN KHUSUS DI TAMAN KANAK-KANAK KALIMANTAN BARAT,keterlibatan layanan disabilitas assessment center dukungan anak berkebutuhan khusus kanak kanak,10
PENGETAHUAN DAN TEKNOLOGI TRADISIONAL TENTANG WARNA DAN BENANG PADA PEMBUATAN KAIN TENUN DI KAMPUNG TENUN KHATULISTIWA,pengetahuan teknologi tradisional warna benang pembuatan kain tenun tenun khatulistiwa,10
Faktor Kelemahan Penerapan Model Sistem Informasi Rekapitulasi Suara Elektronik Dalam Pemilu 2024 di Kabupaten Ketapang,faktor kelemahan informasi rekapitulasi suara elektronik pemilu,10
KEBERADAAN EKOSISTEM MANGROVE TERHADAP SOSIAL EKONOMI NELAYAN TRADISIONAL DENGAN PENDEKATAN SUSTAINABLE LIVELIHOOD APPROACH (Penelitian Di Desa Malikian Kecamatan Mempawah Hilir  Kabupaten Mempawah),keberadaan ekosistem mangrove sosial ekonomi tradisional sustainable livelihood approach penelitian malikian,3
HAMBATAN PENGEMBANGAN GASTRODIPLOMAIS INDONESIA DI JEDDAH,hambatan gastrodiplomais jeddah,10
EVIDENCE BASED POLICY : IMPLEMENTASI PERATURAN MENTERI NO 8 TAHUN 2024 DALAM MENDUKUNG PENINGKATAN MUTU HASIL PERIKANAN BERDASARKAN QA (QUALITY ASSURANCE) DI KABUPATEN MEMPAWAH,evidence policy peraturan menteri mendukung mutu perikanan berdasarkan qa quality assurance,10
POLA KOMUNIKASI KERJA SAMA PERDAGANGAN PERIKANAN BADAN PENGENDALIAN DAN PENGWASAN MUTU HASIL KELAUTAN DAN PERIKANAN (BPPMHKP) PONTIANAK ANTARA NEGARA MITRA DAN NEGARA TUJUAN EKSPOR,komunikasi kerja perdagangan perikanan badan pengendalian pengwasan mutu kelautan perikanan bppmhkp negara mitra negara tujuan ekspor,10
Dampak Bullying Terhadap Perkembangan Sosial Remaja di SMA Negeri 1 Sungai Ambawang Kabupaten Kubu Raya,bullying perkembangan sosial remaja,10
Penggunaan Matriks Transmisi Dalam Penyebaran Penyakit Menular,matriks transmisi penyebaran penyakit menular,10
PASANG SURUT DAN KUALITAS PERAIRAN KECAMATAN BATU AMPAR KALIMANTAN BARAT,pasang surut kualitas perairan,10
IMPLEMENTASI PROGRAM PEREMAJAAN KEBUN SAWIT RAKYAT   DI DESA ENGKERSIK KECAMATAN SEKADAU HILIR KABUPATEN SEKADAU,peremajaan kebun sawit rakyat engkersik,10
TINJAUAN SOSIOLOGIS TERHADAP SISTEM INTEGRASI PERTANIAN KELAPA SAWIT DAN PETERNAKAN SAPI  DI DESA ENSALANG KECAMATAN SEKADAU HILIR KABUPATEN SEKADAU,tinjauan sosiologis integrasi pertanian kelapa sawit peternakan sapi ensalang,0
KETAHANAN SOSIAL MASYARAKAT KAMPUNG BAHARI  NASIONAL KECAMATAN SINGKAWANG SELATAN  KOTA SINGKAWANG,ketahanan sosial masyarakat bahari,8
Praktik Pengasuhan Anak Pada Masyarakat Dayak Bidayuh Di Desa Sontas Kabupaten Entikong: Studi Etnografi,praktik pengasuhan anak masyarakat bidayuh sontas etnografi,8
GEOPOLITIK DAN GEOSTRATEGIS KALIMANTAN BARAT-INDONESIA DALAM KEPENTINGAN NASIONAL REPUBLIK RAKYAT TIONGKOK,geopolitik geostrategis kepentingan republik rakyat tiongkok,10
RUANG METRIK-S MODULAR BERNILAI KOMPLEKS DAN PERLUASAN TITIK TETAP BANACH,ruang metrik modular bernilai kompleks perluasan titik banach,10
"Aktivitas Fotokatalitik Dari Material Kaya-Titania/Zirkonia Diekstraksi Dari Pasir Puya, Residu Penambangan Emas Di Kalimantan Barat",fotokatalitik material kaya titania zirkonia diekstraksi puya residu penambangan emas,10
IMPLEMENTASI KEBIJAKAN PENCEGAHAN PERKAWINAN ANAK USIA DINI  DI KABUPATEN LANDAK,kebijakan pencegahan perkawinan anak usia,10
REN KONSUMSI KOPI DALAM KONTEKS SOSIAL MODERN PADA MASYARAKAT KOTA PONTIANAK,ren konsumsi kopi konteks sosial modern masyarakat,8
Pengaruh Kemandirian Keuangan Daerah dan Pertumbuhan Ekonomi Terhadap Kemiskinan di Provinsi Kalimantan Barat,kemandirian keuangan pertumbuhan ekonomi kemiskinan,3
Analisis Distribusi Kemiskinan Menurut Variasi Demografis di Kota Singkawang: Pendekatan Sosiologis,distribusi kemiskinan variasi demografis sosiologis,10
Sinergitas BP3MI Menangani Tindak Pidana  Perdagangan Orang dan Pekerja Migran Indonesia  Bermasalah di Kalimantan Barat,sinergitas bp mi menangani tindak pidana perdagangan orang pekerja migran bermasalah,10
"STRATEGIS SURVIVAL MASYARAKAT (EKS PENGUNGSI SAMBAS) DI DESA SUNGAI RENGAS , KECSUNGAI KAKAP, KAB KUBU RAYA",strategis survival masyarakat eks pengungsi rengas kecsungai,8
SISTEM MERIT DI PEMERINTAHAN KABUPATEN MEMPAWAH,merit pemerintahan,10
Pengaruh Aset Daerah Terhadap Pertumbuhan Ekonomi Dan Kemiskinan Dengan Kinerja Keuangan Sebagai Moderasi,aset pertumbuhan ekonomi kemiskinan kinerja keuangan moderasi,3
MODEL LINEAR EFEK CAMPURAN PADA PASIEN FAILED BACK SURGERY SYNDROM,linear campuran pasien failed back surgery syndrom,10
Analisis Pengaruh Pendidikan Politik Dengan Perolehan Kursi Partai Gerindra Tahun 2024 Kabupaten Sambas,politik perolehan kursi partai gerindra,10
PEMBERDAYAAN MASYARAKAT DALAM  PENGEMBANGAN PARIWISATA LINTAS BATAS DI  WILAYAH PERBATASAN PALOH KABUPATEN SAMBAS,pemberdayaan masyarakat pariwisata lintas batas wilayah perbatasan,8
ETNOGRAFI TAMANGGUNG TAMAMBALOH (ANALISIS POLA KEPEMIMPINAN LOKAL DAN  DINAMIKA SOSIAL-BUDAYA PADA DAYAK TAMAMBALOH  DI KABUPATEN KAPUAS HULU),etnografi tamanggung tamambaloh kepemimpinan lokal dinamika sosial budaya tamambaloh,9
IDENTIFIKASI POTENSI JENIS USAHA DALAM PENGEMBANGAN BADAN LAYANAN UMUM DI FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN UNIVERSITAS TANJUNGPURA,identifikasi potensi jenis usaha badan layanan keguruan ilmu,10
GAMBARAN GEJALA DEPRESI POSTPARTUM DI KOTA PONTIANAK,gambaran gejala depresi postpartum,10
SISTEM INFORMASI VIRTUAL TOUR 360 LEMBAGA PAUD DI KOTA SINGKAWANG,informasi virtual tour lembaga paud,10
Etnografi Sistem Tenurial Tradisional Komunitas Dayak Bekatik Desa Rodaya - Ledo - Kabupaten Bengkayang,etnografi tenurial tradisional komunitas bekatik rodaya ledo,10
MODEL PENTAHELIX PENANGANAN DAN PENCEGAHAN STUNTING DI KABUPATEN KUBU RAYA,pentahelix penanganan pencegahan stunting,10
RITUAL PENGOBATAN TRADISIONAL BADENDOL/BALENGGANG MASYARAKAT DAYAK AHE DI KECAMATAN SENGAH TEMILA KABUPATEN LANDAK PROPINSI KALIMANTAN BARAT,ritual pengobatan tradisional badendol balenggang masyarakat ahe sengah temila propinsi,8
Strategi Meningkatkan Kualitas Pelayanan Publik di Kantor Camat Sukadana Kabupaten Kayong Utara,strategi kualitas pelayanan publik kantor camat sukadana,10
DETERMINAN PENGANGGURAN DI INDONESIA,determinan pengangguran,10
Implementasi Kebijakan Pengembangan Pariwisata di Kabupaten Bengkayang,kebijakan pariwisata,10
ANALISIS PENGARUH AUTHENTIC LEADERSHIP TERHADAP ORGANIZATIONAL CITIZENSHIP BEHAVIOR MELALUI PSYCHOLOGICAL OWNERSHIP SEBAGAI VARIABEL MEDIASI PADA DOSEN UNIVERSITAS TANJUNGPURA PONTIANAK,authentic leadership organizational citizenship behavior psychological ownership variabel mediasi dosen,10
DETERMINASI DISTRIBUSI ZAKAT TERHADAP  PERTUMBUHAN EKONOMI INDONESIA,determinasi distribusi zakat pertumbuhan ekonomi,3
KAJIAN YURIDIS PENERAPAN PEREKAMAN PERSIDANGAN DALAM PERKARA PERDATA DI INDONESIA,kajian yuridis perekaman persidangan perkara perdata,10
TRANFORMASI MANAJEMEN SUMBERDAYA MANUSIA PENDIDIKAN SEKOLAH MENENGAH ATAS DALAM PENERAPAN KURIKULUM MERDEKA DI KABUPATEN KUBU RAYA,tranformasi manajemen sumberdaya manusia sekolah menengah kurikulum merdeka,1
PENERAPAN MEDIA PEMBELAJARAN VIRTUAL REALITY DALAM PEMBELAJARAN EKONOMI  (UJI LAPANGAN DI SEKOLAH MENENGAH ATAS KOTA PONTIANAK & KABUPATEN KUBU RAYA),media pembelajaran virtual reality pembelajaran ekonomi uji lapangan sekolah menengah,5
Implementasi Model Pembelajaran Berbasis Proyek Untuk Meningkatkan Kreativitas Mahasiswa,pembelajaran proyek kreativitas,10
"DUA BANDARA BERDEKATAN, MULTI AIRPORT SYSTEM ATAU KOMPETISI ANTAR BANDARA? (STUDI KASUS: BANDARA RAHADI OESMAN KETAPANG DAN BANDARA SUKADANA KAYONG UTARA)",bandara berdekatan multi airport system kompetisi bandara bandara rahadi oesman bandara sukadana,10
"ADAPTASI TRANSMIGRAN DALAM UPAYA MENINGKATKAN PEMBANGUNAN ERKELANJUTAN GUNA MEWUJUDKAN KETAHANAN EKONOMI DAN SOSIAL  (STUDI ETNOSAINS MASYARAKAT DESA JAWA TENGAH KECAMATAN SUNGAI AMBAWANG, KABUPATEN KUBU RAYA)",transmigran upaya pembangunan erkelanjutan mewujudkan ketahanan ekonomi sosial etnosains masyarakat,8
CULTURAL BOUND MASYARAKAT PERBATASAN INDONESIA DAN MALAYSIA SEBAGAI PEMBENTUK  SOLIDARITAS  EKONOMI  DI PERBATASAN KABUPATEN SAMBAS,cultural bound masyarakat perbatasan pembentuk solidaritas ekonomi perbatasan,8
Inovasi Alat Pengukur Karbon Biomassa Mekanis Dan Digital Untuk Estimasi Serapan CO2 RTH Privat Fakultas Kehutanan Universitas Tanjungpura,inovasi alat pengukur karbon biomassa mekanis digital estimasi serapan privat kehutanan,10
"Penyusunan Instrumen Monitoring Tri Dharma Prodi D3, S1 dan S2 di Lingkungan FKIP UNTAN",penyusunan instrumen monitoring tri dharma prodi d lingkungan,10
Pengalaman ODHIV dalam Menjalankan 5 Tugas Kesehatan Keluarga di Yayasan Pontianak Plus,pengalaman odhiv menjalankan tugas kesehatan keluarga yayasan plus,10
